,Post Datetime,Post Title,Post URL,Neighborhood,Bedroom,SQFT,Price
62,2022-12-10 10:30,"2 Bed 2 Bath @ Metrotown Sun Tower 2(Dec move in 3200, Jan for 3300 )",https://vancouver.craigslist.org/bnc/apa/d/burnaby-bed-bath-metrotown-sun-tower/7558940026.html,Burnaby,2,850.0,3400
63,2022-12-10 10:11,Elegant 2Bedroom + 2Bathroom Apartment,https://vancouver.craigslist.org/bnc/apa/d/burnaby-elegant-2bedroom-2bathroom/7565329713.html,Burnaby,2,787.0,2900
64,2022-12-10 10:11,2 Bed 2 Bath @ Metrotown Sun Tower 2 (Dec move in $3300),https://vancouver.craigslist.org/bnc/apa/d/burnaby-bed-bath-metrotown-sun-tower/7561007122.html,Burnaby,2,987.0,3500
65,2022-12-10 10:11,Concord Brentwood Amazing 1 Bed &1 Bath AC Brand new unit,https://vancouver.craigslist.org/bnc/apa/d/burnaby-concord-brentwood-amazing-bed/7561012625.html,Burnaby,1,535.0,2500
66,2022-12-10 10:10,Beautiful 1bed&1bath Apartment (First 3 month reduce $100),https://vancouver.craigslist.org/bnc/apa/d/burnaby-beautiful-1bed1bath-apartment/7561004479.html,Burnaby,1,509.0,2550
67,2022-12-10 10:07,Brand New 2 Bed + Den with a 200 Degree View!,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-bed-den-with-200/7561157624.html,Brentwood,2,966.0,3600
68,2022-12-10 10:06,GORGEOUS 1 YEAR YOUNG 2 BED/2 BATH CONDO at SFU,https://vancouver.craigslist.org/bnc/apa/d/burnaby-gorgeous-year-young-bed-bath/7565394120.html,SFU,2,850.0,2500
69,2022-12-10 10:04,Brand New Furnished 2Br2Ba Luxury Condo with Great Views,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-furnished-2br2ba/7560459935.html,Burnaby,2,,3100
70,2022-12-10 09:55,South facing 1 bedroom apartment with in suite laundry,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-south-facing-bedroom/7559427840.html,"527 Carnarvon Street, New Westminster, BC",1,622.0,2305
71,2022-12-10 09:17,Beautiful 5 Bed Furnished House with Views in Cariboo Heights,https://vancouver.craigslist.org/bnc/apa/d/burnaby-beautiful-bed-furnished-house/7560505837.html,Burnaby,5,3200.0,6495
72,2022-12-10 09:17,Spacious 3 Bed 1 Bath Garden Suite with Private Entrance,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bed-bath-garden-suite/7563119542.html,Burnaby,3,1400.0,2995
73,2022-12-10 09:17,Furnished 2 Bed 2 Bath Condo with Amazing Mountain Views,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-furnished-bed-bath-condo-with/7563122940.html,Coquitlam,2,1000.0,3895
